"maille_code";"sexe";"date";"hospitalises";"reanimation";"gueris";"deces"
"971";"0";"2020-10-07";202;27;382;91
"972";"0";"2020-10-07";42;17;141;22
"973";"0";"2020-10-07";27;6;1733;65
"974";"0";"2020-10-07";44;13;417;23
"976";"0";"2020-10-07";11;5;459;29
"01";"0";"2020-10-08";40;9;520;113
"02";"0";"2020-10-08";50;5;1192;290
"03";"0";"2020-10-08";22;2;253;46
"04";"0";"2020-10-08";11;0;166;17
"05";"0";"2020-10-08";22;2;161;22
"06";"0";"2020-10-08";114;18;1196;225
"07";"0";"2020-10-08";11;4;471;121
"08";"0";"2020-10-08";12;2;238;65
"09";"0";"2020-10-08";9;4;44;3
"10";"0";"2020-10-08";21;4;684;137
"11";"0";"2020-10-08";8;2;263;62
"12";"0";"2020-10-08";20;4;181;26
"13";"0";"2020-10-08";540;138;5462;704
"14";"0";"2020-10-08";41;13;410;90
"15";"0";"2020-10-08";28;1;70;16
"16";"0";"2020-10-08";2;2;73;14
"17";"0";"2020-10-08";30;5;172;56
"18";"0";"2020-10-08";25;2;228;95
"19";"0";"2020-10-08";13;3;177;43
"21";"0";"2020-10-08";31;7;1012;261
"22";"0";"2020-10-08";12;4;259;43
"23";"0";"2020-10-08";3;2;92;16
"24";"0";"2020-10-08";15;1;114;14
"25";"0";"2020-10-08";14;6;668;154
"26";"0";"2020-10-08";34;7;579;132
"27";"0";"2020-10-08";67;17;330;97
"28";"0";"2020-10-08";28;2;646;148
"29";"0";"2020-10-08";26;3;227;48
"2A";"0";"2020-10-08";9;2;172;50
"2B";"0";"2020-10-08";19;4;132;16
"30";"0";"2020-10-08";83;21;470;110
"31";"0";"2020-10-08";135;37;1064;116
"32";"0";"2020-10-08";12;1;100;29
"33";"0";"2020-10-08";187;29;1338;208
"34";"0";"2020-10-08";138;40;992;154
"35";"0";"2020-10-08";71;7;615;103
"36";"0";"2020-10-08";13;4;203;82
"37";"0";"2020-10-08";35;7;451;103
"38";"0";"2020-10-08";149;27;982;185
"39";"0";"2020-10-08";9;1;341;61
"40";"0";"2020-10-08";20;5;94;15
"41";"0";"2020-10-08";15;1;364;70
"42";"0";"2020-10-08";190;35;1211;286
"43";"0";"2020-10-08";10;0;135;20
"44";"0";"2020-10-08";76;9;882;184
"45";"0";"2020-10-08";46;11;746;114
"46";"0";"2020-10-08";5;1;73;22
"47";"0";"2020-10-08";24;6;118;14
"48";"0";"2020-10-08";6;0;33;1
"49";"0";"2020-10-08";53;7;773;151
"50";"0";"2020-10-08";17;2;202;55
"51";"0";"2020-10-08";37;8;1129;287
"52";"0";"2020-10-08";11;1;282;94
"53";"0";"2020-10-08";10;0;270;49
"54";"0";"2020-10-08";50;3;1368;373
"55";"0";"2020-10-08";13;0;515;105
"56";"0";"2020-10-08";76;5;478;102
"57";"0";"2020-10-08";48;8;2724;869
"58";"0";"2020-10-08";7;2;116;28
"59";"0";"2020-10-08";397;75;3180;739
"60";"0";"2020-10-08";101;13;1335;439
"61";"0";"2020-10-08";21;5;284;48
"62";"0";"2020-10-08";152;21;1671;356
"63";"0";"2020-10-08";52;7;276;62
"64";"0";"2020-10-08";50;7;308;42
"65";"0";"2020-10-08";11;4;179;27
"66";"0";"2020-10-08";24;4;328;40
"67";"0";"2020-10-08";41;11;2917;710
"68";"0";"2020-10-08";31;2;3257;843
"69";"0";"2020-10-08";386;80;3988;756
"70";"0";"2020-10-08";5;0;314;77
"71";"0";"2020-10-08";57;7;873;217
"72";"0";"2020-10-08";52;5;512;98
"73";"0";"2020-10-08";24;4;483;83
"74";"0";"2020-10-08";32;2;1013;178
"75";"0";"2020-10-08";515;124;7449;1910
"76";"0";"2020-10-08";156;25;1021;205
"77";"0";"2020-10-08";158;36;3178;743
"78";"0";"2020-10-08";251;26;2846;574
"79";"0";"2020-10-08";12;1;77;24
"80";"0";"2020-10-08";69;15;805;241
"81";"0";"2020-10-08";47;10;165;26
"82";"0";"2020-10-08";24;8;75;10
"83";"0";"2020-10-08";60;17;1214;161
"84";"0";"2020-10-08";76;12;420;67
"85";"0";"2020-10-08";12;4;316;45
"86";"0";"2020-10-08";2;1;179;44
"87";"0";"2020-10-08";31;5;172;39
"88";"0";"2020-10-08";1;0;773;269
"89";"0";"2020-10-08";13;3;455;95
"90";"0";"2020-10-08";12;5;581;201
"91";"0";"2020-10-08";194;46;3160;660
"92";"0";"2020-10-08";354;63;5681;1171
"93";"0";"2020-10-08";447;59;4891;1092
"94";"0";"2020-10-08";396;61;5218;1286
"95";"0";"2020-10-08";191;33;3266;786
"971";"0";"2020-10-08";198;24;396;95
"972";"0";"2020-10-08";42;17;142;22
"973";"0";"2020-10-08";24;6;1738;65
"974";"0";"2020-10-08";48;12;418;23
"976";"0";"2020-10-08";11;5;460;29
"01";"0";"2020-10-09";40;9;521;113
"02";"0";"2020-10-09";51;5;1193;290
"03";"0";"2020-10-09";22;2;256;46
"04";"0";"2020-10-09";10;0;167;17
"05";"0";"2020-10-09";22;2;162;22
"06";"0";"2020-10-09";120;19;1199;225
"07";"0";"2020-10-09";12;5;471;121
"08";"0";"2020-10-09";12;2;240;65
"09";"0";"2020-10-09";10;6;46;3
"10";"0";"2020-10-09";20;4;685;137
"11";"0";"2020-10-09";11;3;263;62
"12";"0";"2020-10-09";20;3;182;26
"13";"0";"2020-10-09";544;138;5507;708
"14";"0";"2020-10-09";43;12;415;90
"15";"0";"2020-10-09";30;1;73;16
"16";"0";"2020-10-09";2;2;73;14
"17";"0";"2020-10-09";29;5;173;57
"18";"0";"2020-10-09";24;2;230;96
"19";"0";"2020-10-09";13;3;177;43
"21";"0";"2020-10-09";28;6;1014;263
"22";"0";"2020-10-09";13;4;261;43
"23";"0";"2020-10-09";3;2;93;16
"24";"0";"2020-10-09";14;1;116;14
"25";"0";"2020-10-09";15;7;668;154
"26";"0";"2020-10-09";41;8;579;133
"27";"0";"2020-10-09";71;11;334;98
"28";"0";"2020-10-09";30;3;647;148
"29";"0";"2020-10-09";25;3;231;48
"2A";"0";"2020-10-09";11;3;173;50
"2B";"0";"2020-10-09";19;4;132;16
"30";"0";"2020-10-09";84;21;476;112
"31";"0";"2020-10-09";144;40;1067;116
"32";"0";"2020-10-09";12;1;102;29
"33";"0";"2020-10-09";180;26;1352;208
"34";"0";"2020-10-09";153;47;999;155
"35";"0";"2020-10-09";67;6;623;104
"36";"0";"2020-10-09";12;4;204;82
"37";"0";"2020-10-09";39;9;454;103
"38";"0";"2020-10-09";160;30;998;188
"39";"0";"2020-10-09";10;1;341;61
"40";"0";"2020-10-09";27;5;95;15
"41";"0";"2020-10-09";15;2;366;70
"42";"0";"2020-10-09";197;33;1218;287
"43";"0";"2020-10-09";14;1;136;20
"44";"0";"2020-10-09";78;8;890;185
"45";"0";"2020-10-09";54;14;748;114
"46";"0";"2020-10-09";5;1;73;22
"47";"0";"2020-10-09";22;5;120;14
"48";"0";"2020-10-09";7;0;33;1
"49";"0";"2020-10-09";52;7;779;151
"50";"0";"2020-10-09";18;2;203;55
"51";"0";"2020-10-09";44;8;1131;288
"52";"0";"2020-10-09";12;1;282;94
"53";"0";"2020-10-09";9;0;271;49
"54";"0";"2020-10-09";45;3;1373;373
"55";"0";"2020-10-09";14;0;515;105
"56";"0";"2020-10-09";79;5;479;102
"57";"0";"2020-10-09";50;9;2731;870
"58";"0";"2020-10-09";8;2;117;28
"59";"0";"2020-10-09";423;80;3209;741
"60";"0";"2020-10-09";108;13;1337;439
"61";"0";"2020-10-09";21;3;288;48
"62";"0";"2020-10-09";153;23;1684;356
"63";"0";"2020-10-09";55;5;277;64
"64";"0";"2020-10-09";55;7;312;42
"65";"0";"2020-10-09";11;4;180;27
"66";"0";"2020-10-09";26;6;331;40
"67";"0";"2020-10-09";48;12;2920;710
"68";"0";"2020-10-09";30;2;3259;843
"69";"0";"2020-10-09";410;83;4013;762
"70";"0";"2020-10-09";4;1;314;78
"71";"0";"2020-10-09";55;6;879;219
"72";"0";"2020-10-09";54;4;518;99
"73";"0";"2020-10-09";31;4;487;83
"74";"0";"2020-10-09";34;1;1015;178
"75";"0";"2020-10-09";517;125;7489;1913
"76";"0";"2020-10-09";161;25;1035;206
"77";"0";"2020-10-09";158;35;3195;744
"78";"0";"2020-10-09";255;27;2860;575
"79";"0";"2020-10-09";10;1;79;24
"80";"0";"2020-10-09";66;14;809;243
"81";"0";"2020-10-09";46;9;168;26
"82";"0";"2020-10-09";27;8;76;10
"83";"0";"2020-10-09";61;18;1218;162
"84";"0";"2020-10-09";76;11;425;68
"85";"0";"2020-10-09";12;3;317;45
"86";"0";"2020-10-09";2;1;179;44
"87";"0";"2020-10-09";29;4;172;40
"88";"0";"2020-10-09";3;0;773;269
"89";"0";"2020-10-09";16;5;456;95
"90";"0";"2020-10-09";12;4;582;201
"91";"0";"2020-10-09";206;49;3175;660
"92";"0";"2020-10-09";364;65;5701;1175
"93";"0";"2020-10-09";467;58;4914;1094
"94";"0";"2020-10-09";410;58;5235;1290
"95";"0";"2020-10-09";194;34;3277;788
"971";"0";"2020-10-09";185;26;417;99
"972";"0";"2020-10-09";47;18;144;22
"973";"0";"2020-10-09";23;6;1740;65
"974";"0";"2020-10-09";53;11;419;23
"976";"0";"2020-10-09";9;4;462;29
"01";"0";"2020-10-10";42;10;523;114
"02";"0";"2020-10-10";49;6;1202;291
"03";"0";"2020-10-10";24;2;259;47
"04";"0";"2020-10-10";10;2;167;17
"05";"0";"2020-10-10";23;2;164;22
"06";"0";"2020-10-10";120;18;1204;227
"07";"0";"2020-10-10";12;5;471;121
"08";"0";"2020-10-10";12;2;240;65
"09";"0";"2020-10-10";9;5;46;3
"10";"0";"2020-10-10";20;3;686;137
"11";"0";"2020-10-10";12;4;263;62
"12";"0";"2020-10-10";22;3;183;26
"13";"0";"2020-10-10";545;135;5550;715
"14";"0";"2020-10-10";44;15;417;90
"15";"0";"2020-10-10";29;2;74;16
"16";"0";"2020-10-10";2;2;73;14
"17";"0";"2020-10-10";27;5;175;57
"18";"0";"2020-10-10";21;2;232;97
"19";"0";"2020-10-10";12;3;178;43
"21";"0";"2020-10-10";35;6;1015;263
"22";"0";"2020-10-10";13;4;262;43
"23";"0";"2020-10-10";3;2;93;16
"24";"0";"2020-10-10";15;1;116;14
"25";"0";"2020-10-10";15;6;668;154
"26";"0";"2020-10-10";42;8;582;134
"27";"0";"2020-10-10";74;8;335;98
"28";"0";"2020-10-10";33;6;649;148
"29";"0";"2020-10-10";23;3;233;48
"2A";"0";"2020-10-10";11;3;174;50
"2B";"0";"2020-10-10";18;4;134;16
"30";"0";"2020-10-10";90;24;480;112
"31";"0";"2020-10-10";149;35;1091;117
"32";"0";"2020-10-10";11;1;102;29
"33";"0";"2020-10-10";180;26;1360;209
"34";"0";"2020-10-10";155;49;1009;155
"35";"0";"2020-10-10";68;6;627;105
"36";"0";"2020-10-10";12;4;206;82
"37";"0";"2020-10-10";41;10;454;103
"38";"0";"2020-10-10";162;29;1012;189
"39";"0";"2020-10-10";11;1;341;61
"40";"0";"2020-10-10";29;4;96;16
"41";"0";"2020-10-10";16;2;366;70
"42";"0";"2020-10-10";209;35;1240;289
"43";"0";"2020-10-10";16;1;140;20
"44";"0";"2020-10-10";80;9;893;186
"45";"0";"2020-10-10";54;13;749;114
"46";"0";"2020-10-10";4;1;74;22
"47";"0";"2020-10-10";23;4;121;14
"48";"0";"2020-10-10";9;0;35;2
"49";"0";"2020-10-10";48;7;790;151
"50";"0";"2020-10-10";20;2;204;55
"51";"0";"2020-10-10";46;8;1132;288
"52";"0";"2020-10-10";16;1;283;94
"53";"0";"2020-10-10";10;0;271;49
"54";"0";"2020-10-10";46;3;1376;373
"55";"0";"2020-10-10";14;0;515;105
"56";"0";"2020-10-10";79;5;480;102
"57";"0";"2020-10-10";58;9;2733;870
"58";"0";"2020-10-10";8;2;118;28
"59";"0";"2020-10-10";438;77;3237;747
"60";"0";"2020-10-10";109;16;1341;439
"61";"0";"2020-10-10";19;3;289;49
"62";"0";"2020-10-10";166;24;1688;356
"63";"0";"2020-10-10";57;5;280;64
"64";"0";"2020-10-10";55;7;315;42
"65";"0";"2020-10-10";11;4;182;27
"66";"0";"2020-10-10";25;6;332;40
"67";"0";"2020-10-10";43;11;2924;711
"68";"0";"2020-10-10";29;3;3261;844
"69";"0";"2020-10-10";413;84;4040;763
"70";"0";"2020-10-10";6;1;315;78
"71";"0";"2020-10-10";55;6;881;219
"72";"0";"2020-10-10";52;4;523;99
"73";"0";"2020-10-10";39;5;490;84
"74";"0";"2020-10-10";38;1;1017;178
"75";"0";"2020-10-10";526;128;7519;1917
"76";"0";"2020-10-10";164;28;1039;208
"77";"0";"2020-10-10";156;36;3207;748
"78";"0";"2020-10-10";263;27;2871;575
"79";"0";"2020-10-10";12;1;79;24
"80";"0";"2020-10-10";70;16;813;243
"81";"0";"2020-10-10";50;10;170;26
"82";"0";"2020-10-10";25;8;79;10
"83";"0";"2020-10-10";63;19;1221;163
"84";"0";"2020-10-10";77;10;432;68
"85";"0";"2020-10-10";12;3;319;45
"86";"0";"2020-10-10";5;1;179;44
"87";"0";"2020-10-10";32;4;173;40
"88";"0";"2020-10-10";4;0;773;269
"89";"0";"2020-10-10";19;4;456;95
"90";"0";"2020-10-10";11;4;583;201
"91";"0";"2020-10-10";202;50;3199;661
"92";"0";"2020-10-10";367;68;5721;1175
"93";"0";"2020-10-10";470;58;4917;1096
"94";"0";"2020-10-10";415;62;5246;1292
"95";"0";"2020-10-10";188;34;3289;789
"971";"0";"2020-10-10";179;22;436;101
"972";"0";"2020-10-10";49;18;146;22
"973";"0";"2020-10-10";22;6;1745;65
"974";"0";"2020-10-10";49;10;424;24
"976";"0";"2020-10-10";10;4;463;29
"01";"0";"2020-10-11";44;10;523;114
"02";"0";"2020-10-11";53;6;1202;291
"03";"0";"2020-10-11";30;2;259;47
"04";"0";"2020-10-11";10;2;167;17
"05";"0";"2020-10-11";24;2;164;22
"06";"0";"2020-10-11";121;18;1206;227
"07";"0";"2020-10-11";15;5;471;121
"08";"0";"2020-10-11";15;3;241;65
"09";"0";"2020-10-11";9;5;46;3
"10";"0";"2020-10-11";17;3;688;138
"11";"0";"2020-10-11";12;4;264;62
"12";"0";"2020-10-11";21;2;184;28
"13";"0";"2020-10-11";567;135;5568;717
"14";"0";"2020-10-11";48;16;419;90
"15";"0";"2020-10-11";30;3;74;16
"16";"0";"2020-10-11";2;2;73;14
"17";"0";"2020-10-11";27;5;175;57
"18";"0";"2020-10-11";21;2;233;98
"19";"0";"2020-10-11";14;3;178;43
"21";"0";"2020-10-11";35;6;1015;263
"22";"0";"2020-10-11";13;4;262;43
"23";"0";"2020-10-11";3;2;93;16
"24";"0";"2020-10-11";15;1;116;14
"25";"0";"2020-10-11";15;6;669;154
"26";"0";"2020-10-11";45;9;582;135
"27";"0";"2020-10-11";75;8;335;99
"28";"0";"2020-10-11";34;6;649;148
"29";"0";"2020-10-11";23;3;233;48
"2A";"0";"2020-10-11";11;3;175;50
"2B";"0";"2020-10-11";21;4;134;16
"30";"0";"2020-10-11";88;25;485;114
"31";"0";"2020-10-11";153;34;1096;117
"32";"0";"2020-10-11";13;1;102;29
"33";"0";"2020-10-11";183;25;1361;209
"34";"0";"2020-10-11";159;48;1010;155
"35";"0";"2020-10-11";75;6;627;105
"36";"0";"2020-10-11";12;4;206;82
"37";"0";"2020-10-11";38;9;458;103
"38";"0";"2020-10-11";168;31;1014;189
"39";"0";"2020-10-11";15;1;341;61
"40";"0";"2020-10-11";30;4;96;16
"41";"0";"2020-10-11";16;2;366;70
"42";"0";"2020-10-11";223;37;1245;289
"43";"0";"2020-10-11";17;1;140;20
"44";"0";"2020-10-11";80;9;895;187
"45";"0";"2020-10-11";58;14;749;114
"46";"0";"2020-10-11";4;1;74;22
"47";"0";"2020-10-11";24;6;124;14
"48";"0";"2020-10-11";12;0;35;4
"49";"0";"2020-10-11";48;7;792;151
"50";"0";"2020-10-11";19;2;205;55
"51";"0";"2020-10-11";47;9;1132;288
"52";"0";"2020-10-11";21;1;285;94
"53";"0";"2020-10-11";10;0;271;49
"54";"0";"2020-10-11";46;3;1376;373
"55";"0";"2020-10-11";14;0;515;105
"56";"0";"2020-10-11";81;6;481;102
"57";"0";"2020-10-11";60;10;2733;871
"58";"0";"2020-10-11";9;3;118;29
"59";"0";"2020-10-11";446;78;3246;748
"60";"0";"2020-10-11";108;16;1343;440
"61";"0";"2020-10-11";19;3;290;49
"62";"0";"2020-10-11";164;23;1694;358
"63";"0";"2020-10-11";60;5;284;65
"64";"0";"2020-10-11";57;7;320;42
"65";"0";"2020-10-11";11;4;182;27
"66";"0";"2020-10-11";26;6;332;40
"67";"0";"2020-10-11";44;12;2924;711
"68";"0";"2020-10-11";29;3;3261;844
"69";"0";"2020-10-11";426;89;4048;766
"70";"0";"2020-10-11";6;1;315;78
"71";"0";"2020-10-11";57;6;883;219
"72";"0";"2020-10-11";54;3;527;99
"73";"0";"2020-10-11";44;5;490;85
"74";"0";"2020-10-11";39;1;1018;178
"75";"0";"2020-10-11";549;132;7532;1920
"76";"0";"2020-10-11";183;30;1049;212
"77";"0";"2020-10-11";155;39;3213;749
"78";"0";"2020-10-11";262;25;2876;576
"79";"0";"2020-10-11";10;1;79;25
"80";"0";"2020-10-11";69;16;813;244
"81";"0";"2020-10-11";51;8;172;27
"82";"0";"2020-10-11";25;8;79;10
"83";"0";"2020-10-11";64;18;1224;164
"84";"0";"2020-10-11";87;12;434;68
"85";"0";"2020-10-11";11;3;320;45
"86";"0";"2020-10-11";7;1;179;44
"87";"0";"2020-10-11";32;4;173;40
"88";"0";"2020-10-11";5;1;773;269
"89";"0";"2020-10-11";19;3;456;95
"90";"0";"2020-10-11";12;4;583;201
"91";"0";"2020-10-11";207;51;3201;662
"92";"0";"2020-10-11";384;69;5723;1176
"93";"0";"2020-10-11";484;59;4926;1097
"94";"0";"2020-10-11";423;62;5255;1295
"95";"0";"2020-10-11";189;33;3292;789
"971";"0";"2020-10-11";187;24;438;102
"972";"0";"2020-10-11";49;18;147;24
"973";"0";"2020-10-11";22;6;1745;65
"974";"0";"2020-10-11";52;11;428;24
"976";"0";"2020-10-11";10;4;463;29
"01";"0";"2020-10-12";46;7;525;115
"02";"0";"2020-10-12";52;5;1203;291
"03";"0";"2020-10-12";33;1;259;48
"04";"0";"2020-10-12";14;3;169;17
"05";"0";"2020-10-12";29;3;164;22
"06";"0";"2020-10-12";138;20;1216;230
"07";"0";"2020-10-12";18;5;473;122
"08";"0";"2020-10-12";15;3;241;65
"09";"0";"2020-10-12";13;5;46;3
"10";"0";"2020-10-12";15;3;690;138
"11";"0";"2020-10-12";12;4;265;62
"12";"0";"2020-10-12";25;2;183;28
"13";"0";"2020-10-12";572;142;5612;723
"14";"0";"2020-10-12";53;16;422;90
"15";"0";"2020-10-12";36;3;74;16
"16";"0";"2020-10-12";6;1;73;16
"17";"0";"2020-10-12";27;5;175;57
"18";"0";"2020-10-12";21;3;233;100
"19";"0";"2020-10-12";15;3;178;43
"21";"0";"2020-10-12";38;6;1016;263
"22";"0";"2020-10-12";15;4;263;43
"23";"0";"2020-10-12";3;2;93;16
"24";"0";"2020-10-12";17;1;118;14
"25";"0";"2020-10-12";16;6;672;154
"26";"0";"2020-10-12";52;11;588;135
"27";"0";"2020-10-12";70;6;342;99
"28";"0";"2020-10-12";33;7;653;148
"29";"0";"2020-10-12";24;3;235;48
"2A";"0";"2020-10-12";12;3;175;50
"2B";"0";"2020-10-12";21;4;135;16
"30";"0";"2020-10-12";92;26;486;114
"31";"0";"2020-10-12";151;37;1107;118
"32";"0";"2020-10-12";14;2;102;29
"33";"0";"2020-10-12";191;27;1366;210
"34";"0";"2020-10-12";173;51;1018;156
"35";"0";"2020-10-12";82;11;629;105
"36";"0";"2020-10-12";12;4;206;82
"37";"0";"2020-10-12";44;11;460;103
"38";"0";"2020-10-12";185;32;1032;191
"39";"0";"2020-10-12";15;1;342;61
"40";"0";"2020-10-12";31;4;100;17
"41";"0";"2020-10-12";17;1;370;70
"42";"0";"2020-10-12";250;42;1252;292
"43";"0";"2020-10-12";17;1;140;20
"44";"0";"2020-10-12";87;12;896;189
"45";"0";"2020-10-12";60;15;752;114
"46";"0";"2020-10-12";5;1;74;22
"47";"0";"2020-10-12";25;6;126;16
"48";"0";"2020-10-12";12;0;35;5
"49";"0";"2020-10-12";53;8;793;152
"50";"0";"2020-10-12";21;1;208;55
"51";"0";"2020-10-12";45;10;1135;288
"52";"0";"2020-10-12";21;1;286;94
"53";"0";"2020-10-12";11;0;274;49
"54";"0";"2020-10-12";51;4;1380;374
"55";"0";"2020-10-12";18;1;517;106
"56";"0";"2020-10-12";86;6;481;102
"57";"0";"2020-10-12";64;10;2734;871
"58";"0";"2020-10-12";9;3;118;29
"59";"0";"2020-10-12";500;85;3266;752
"60";"0";"2020-10-12";115;16;1350;440
"61";"0";"2020-10-12";22;3;291;49
"62";"0";"2020-10-12";169;24;1697;361
"63";"0";"2020-10-12";76;7;287;66
"64";"0";"2020-10-12";56;8;325;42
"65";"0";"2020-10-12";12;3;182;27
"66";"0";"2020-10-12";31;5;332;40
"67";"0";"2020-10-12";47;14;2927;711
"68";"0";"2020-10-12";29;3;3262;844
"69";"0";"2020-10-12";458;88;4063;773
"70";"0";"2020-10-12";9;1;315;78
"71";"0";"2020-10-12";59;5;885;222
"72";"0";"2020-10-12";56;3;530;99
"73";"0";"2020-10-12";47;4;492;88
"74";"0";"2020-10-12";45;2;1020;178
"75";"0";"2020-10-12";547;127;7553;1930
"76";"0";"2020-10-12";199;35;1051;214
"77";"0";"2020-10-12";161;41;3223;753
"78";"0";"2020-10-12";266;31;2888;576
"79";"0";"2020-10-12";10;1;79;25
"80";"0";"2020-10-12";69;17;816;245
"81";"0";"2020-10-12";54;8;176;28
"82";"0";"2020-10-12";28;8;81;10
"83";"0";"2020-10-12";63;15;1230;166
"84";"0";"2020-10-12";102;12;435;68
"85";"0";"2020-10-12";13;4;320;45
"86";"0";"2020-10-12";6;1;180;44
"87";"0";"2020-10-12";45;4;174;41
"88";"0";"2020-10-12";8;1;773;269
"89";"0";"2020-10-12";25;4;458;95
"90";"0";"2020-10-12";13;4;582;201
"91";"0";"2020-10-12";204;49;3212;664
"92";"0";"2020-10-12";396;70;5755;1181
"93";"0";"2020-10-12";483;63;4959;1099
"94";"0";"2020-10-12";442;61;5267;1302
"95";"0";"2020-10-12";198;36;3300;791
"971";"0";"2020-10-12";186;22;438;104
"972";"0";"2020-10-12";52;19;147;24
"973";"0";"2020-10-12";22;6;1746;65
"974";"0";"2020-10-12";54;11;428;24
"976";"0";"2020-10-12";11;3;463;29
"01";"0";"2020-10-13";45;8;530;115
"02";"0";"2020-10-13";52;4;1208;295
"03";"0";"2020-10-13";42;3;263;48
"04";"0";"2020-10-13";15;3;169;17
"05";"0";"2020-10-13";29;3;166;22
"06";"0";"2020-10-13";136;21;1232;231
"07";"0";"2020-10-13";21;7;474;121
"08";"0";"2020-10-13";13;3;243;65
"09";"0";"2020-10-13";14;5;47;3
"10";"0";"2020-10-13";19;3;691;139
"11";"0";"2020-10-13";12;4;266;63
"12";"0";"2020-10-13";28;2;183;28
"13";"0";"2020-10-13";576;146;5663;731
"14";"0";"2020-10-13";61;17;426;91
"15";"0";"2020-10-13";37;3;75;16
"16";"0";"2020-10-13";6;2;74;16
"17";"0";"2020-10-13";18;4;183;58
"18";"0";"2020-10-13";21;3;235;100
"19";"0";"2020-10-13";19;3;179;43
"21";"0";"2020-10-13";48;11;1019;264
"22";"0";"2020-10-13";17;2;263;43
"23";"0";"2020-10-13";4;2;93;16
"24";"0";"2020-10-13";18;1;118;14
"25";"0";"2020-10-13";15;6;673;154
"26";"0";"2020-10-13";52;11;592;135
"27";"0";"2020-10-13";75;8;344;99
"28";"0";"2020-10-13";41;9;654;148
"29";"0";"2020-10-13";25;2;237;48
"2A";"0";"2020-10-13";11;2;176;50
"2B";"0";"2020-10-13";21;4;135;16
"30";"0";"2020-10-13";91;27;495;116
"31";"0";"2020-10-13";148;44;1139;119
"32";"0";"2020-10-13";16;2;103;31
"33";"0";"2020-10-13";195;28;1390;213
"34";"0";"2020-10-13";183;50;1027;159
"35";"0";"2020-10-13";84;13;632;105
"36";"0";"2020-10-13";11;3;209;82
"37";"0";"2020-10-13";39;13;468;103
"38";"0";"2020-10-13";218;36;1041;190
"39";"0";"2020-10-13";21;1;342;61
"40";"0";"2020-10-13";37;4;101;17
"41";"0";"2020-10-13";17;1;372;70
"42";"0";"2020-10-13";252;40;1269;293
"43";"0";"2020-10-13";16;3;144;20
"44";"0";"2020-10-13";88;13;906;190
"45";"0";"2020-10-13";59;14;753;114
"46";"0";"2020-10-13";4;1;75;22
"47";"0";"2020-10-13";24;5;130;16
"48";"0";"2020-10-13";10;0;36;6
"49";"0";"2020-10-13";53;9;796;154
"50";"0";"2020-10-13";22;2;208;55
"51";"0";"2020-10-13";47;10;1135;288
"52";"0";"2020-10-13";21;1;286;94
"53";"0";"2020-10-13";13;1;276;49
"54";"0";"2020-10-13";47;7;1389;374
"55";"0";"2020-10-13";20;1;518;106
"56";"0";"2020-10-13";67;5;502;102
"57";"0";"2020-10-13";65;11;2737;871
"58";"0";"2020-10-13";11;3;119;29
"59";"0";"2020-10-13";529;87;3315;760
"60";"0";"2020-10-13";118;16;1353;441
"61";"0";"2020-10-13";21;3;292;49
"62";"0";"2020-10-13";186;28;1715;362
"63";"0";"2020-10-13";77;8;292;68
"64";"0";"2020-10-13";58;8;326;42
"65";"0";"2020-10-13";12;3;182;27
"66";"0";"2020-10-13";27;6;337;40
"67";"0";"2020-10-13";51;11;2932;713
"68";"0";"2020-10-13";32;5;3264;844
"69";"0";"2020-10-13";494;97;4092;776
"70";"0";"2020-10-13";10;1;316;78
"71";"0";"2020-10-13";75;8;889;223
"72";"0";"2020-10-13";56;3;535;99
"73";"0";"2020-10-13";44;4;496;88
"74";"0";"2020-10-13";44;4;1029;178
"75";"0";"2020-10-13";583;133;7597;1938
"76";"0";"2020-10-13";203;36;1053;214
"77";"0";"2020-10-13";172;47;3240;754
"78";"0";"2020-10-13";272;32;2899;584
"79";"0";"2020-10-13";6;1;84;25
"80";"0";"2020-10-13";68;16;823;245
"81";"0";"2020-10-13";60;6;177;28
"82";"0";"2020-10-13";26;9;86;11
"83";"0";"2020-10-13";64;15;1238;166
"84";"0";"2020-10-13";119;13;438;70
"85";"0";"2020-10-13";16;5;320;46
"86";"0";"2020-10-13";6;1;181;44
"87";"0";"2020-10-13";43;4;175;41
"88";"0";"2020-10-13";7;2;775;269
"89";"0";"2020-10-13";22;5;462;95
"90";"0";"2020-10-13";16;6;583;201
"91";"0";"2020-10-13";216;54;3223;665
"92";"0";"2020-10-13";405;73;5784;1182
"93";"0";"2020-10-13";468;75;5034;1102
"94";"0";"2020-10-13";429;61;5316;1305
"95";"0";"2020-10-13";205;36;3332;793
"971";"0";"2020-10-13";187;23;456;107
"972";"0";"2020-10-13";52;19;147;24
"973";"0";"2020-10-13";19;5;1753;65
"974";"0";"2020-10-13";50;11;435;24
"976";"0";"2020-10-13";10;3;464;29
"01";"0";"2020-10-14";44;8;531;116
"02";"0";"2020-10-14";60;6;1209;295
"03";"0";"2020-10-14";51;4;262;48
"04";"0";"2020-10-14";14;3;169;17
"05";"0";"2020-10-14";31;3;167;23
"06";"0";"2020-10-14";146;21;1238;231
"07";"0";"2020-10-14";28;6;476;121
"08";"0";"2020-10-14";13;4;246;65
"09";"0";"2020-10-14";15;6;47;3
"10";"0";"2020-10-14";18;3;693;139
"11";"0";"2020-10-14";12;5;267;64
"12";"0";"2020-10-14";32;3;183;29
"13";"0";"2020-10-14";579;143;5719;737
